feature,mean_importance
SibSp,0.0028835223887696327
Parch,0.00352626007170711
Fare,0.004994911319572237
Embarked,0.01573253513512731
Ticket,0.028213598195147783
Age,0.030818428686089826
Pclass,0.0713673185924151
Sex,0.3922879017133113
